id,drug_id,name,drug_type,amount,exp,mfg,brand,description,updated_date
502,ca103,Succinimide Pharbiol,CAPSULES,200,12month,9/29/2021,CPC1 Pharmaceutical Joint Stock Company Hanoi - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
503,ca104,Apo-Trihex 2mg,INHALANTS,200,24month,9/29/2021,B.Braun Melsungen AG - Germany,Anti-cancer drugs and the impact on the immune system,10/29/2021
504,ca105,Uro-Vaxom,LINIMENT,200,12month,9/29/2021,Warsaw Pharmaceutical Works Polfa - Poland,Anti-cancer drugs and the impact on the immune system,10/29/2021
505,ca106,Althax,LINIMENT,200,12month,9/29/2021,B.Braun Melsungen AG - Germany,Anti-cancer drugs and the impact on the immune system,10/29/2021
506,ca107,ProIVIG,LINIMENT,200,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
507,ca108,Keytruda,LOTIONS,200,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
508,ca109,Beriate,PASTE,200,12month,9/29/2021,Laboratoires UPSA - France,Anti-cancer drugs and the impact on the immune system,10/29/2021
509,ca110,Hizentra,POWDER,200,12month,9/29/2021,Stada-Vietnam - VIETNAM COMPANY LIMITED,Anti-cancer drugs and the impact on the immune system,10/29/2021
510,ca111,Privigen,EMULSIONS,200,12month,9/29/2021,Sanofi Vietnam Pharmaceutical Joint Stock Company - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
511,ca112,Darzalex,GELS,200,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
512,ca113,Simponi,MAGMAS,200,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
513,ca114,Hizentra,MIXTURES,200,12month,9/29/2021,Branch of OPC Pharmaceutical Joint Stock Company in Binh Duong - OPC Pharmaceutical Factory - VIETNAM (,Anti-cancer drugs and the impact on the immune system,10/29/2021
514,ca115,Mabthera,LIQUID,200,12month,9/29/2021,PT. Indofarma Tbk. - INDONESIA,Anti-cancer drugs and the impact on the immune system,10/29/2021
515,ca116,Imurel 50mg,LIQUID,200,12month,9/29/2021,Central Pharmaceutical Company Limited 3 - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
516,ca117,Prograf,TABLETS,200,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
517,ca118,HYYR,OIMENTS,200,12month,9/29/2021,nd-Swift Ltd - INDIA,Anti-cancer drugs and the impact on the immune system,10/29/2021
518,ca119,Hytinon,LOZENGES,200,12month,9/29/2021,Pharmaceutical & Medical Biomedical Enterprise (MEBIPHAR) Ho Chi Minh City - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
519,ca120,Tacropic 0.03%,LINIMENT,200,12month,9/29/2021,U.C.B. Farchin S.A - Switzerland,Anti-cancer drugs and the impact on the immune system,10/29/2021
520,ca121,Prograf,LINIMENT,200,12month,9/29/2021,"Korea Drug Co., Ltd - KOREA",Anti-cancer drugs and the impact on the immune system,10/29/2021
521,ca122,Iritero 100mg/5ml,LINIMENT,200,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
522,ca123,Prograf 0.5mg,LOTIONS,200,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
523,ca124,Phastarxin,PILLS,200,12month,9/29/2021,Farmak JSC - UKraine,Anti-cancer drugs and the impact on the immune system,10/29/2021
524,ca125,Fluzinstad 5,PELLETS,200,12month,9/29/2021,Khanh Hoi Pharmaceutical & Medical Services Joint Stock Company (KHAHOPHARMA) - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
525,ca126,Sobelin,PELLETS,200,12month,9/29/2021,"Ind-Swift., Ltd - INDIA",Anti-cancer drugs and the impact on the immune system,10/29/2021
526,ca127,Reinal,CAPSULES,200,12month,9/29/2021,Khanh Hoi Pharmaceutical & Medical Services Joint Stock Company (KHAHOPHARMA) - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
527,ca128,Siberian,CAPSULES,200,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
528,ca129,Lelocin 5,CAPSULES,200,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
529,ca130,Sarah Cap,INHALANTS,10,12month,9/29/2021,"Micro Labs., Ltd - INDIA",Anti-cancer drugs and the impact on the immune system,10/29/2021
530,ca131,Reinal-5,LINIMENT,10,12month,9/29/2021,"Axon Drugs Private., Ltd - INDIA",Anti-cancer drugs and the impact on the immune system,10/29/2021
531,ca132,Lelocin 5,LINIMENT,10,12month,9/29/2021,Cuu Long Pharmaceutical and Medical Equipment Company - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
532,ca133,Metomol Tablet,LINIMENT,10,12month,9/29/2021,"Furen Pharmaceutical Group Co., Ltd. - CHINA",Anti-cancer drugs and the impact on the immune system,10/29/2021
533,ca134,Fluthepharm 10,LOTIONS,10,12month,9/29/2021,Cenexi SAS - FRANCE,Anti-cancer drugs and the impact on the immune system,10/29/2021
534,ca135,Lodegald-Flunarizin,PASTE,10,12month,9/29/2021,Novartis Pharm Stein A.G - Switzerland,Anti-cancer drugs and the impact on the immune system,10/29/2021
535,ca136,Sibendina,POWDER,10,12month,9/29/2021,"Sun Pharmaceutical Industries., Ltd - INDIA",Anti-cancer drugs and the impact on the immune system,10/29/2021
536,ca137,Virtizin 5,EMULSIONS,10,12month,9/29/2021,DANAPHA Pharmaceutical Joint Stock Company - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
537,ca138,Sibetinic Soft,GELS,10,12month,9/29/2021,Stellapharm - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
538,ca139,Sibetinic,MAGMAS,10,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
539,ca140,Hagizin,MIXTURES,10,12month,9/29/2021,TRAPHACO - VIETNAM JOINT STOCK COMPANY,Anti-cancer drugs and the impact on the immune system,10/29/2021
540,ca141,Mezapizine 10,LIQUID,10,12month,9/29/2021,Novartis Farma S.P.A Italy,Anti-cancer drugs and the impact on the immune system,10/29/2021
541,ca142,Sobelin,LIQUID,10,12month,9/29/2021,Pharmedic - VIETNAM Pharmaceutical and Pharmaceutical Joint Stock Company,Anti-cancer drugs and the impact on the immune system,10/29/2021
542,ca143,Darintab,TABLETS,10,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
543,ca144,Oliveirim,OIMENTS,10,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
544,ca145,Pentoxifylin,LOZENGES,10,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
545,ca146,Advate,LOZENGES,10,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
546,ca147,Nanokine,OIMENTS,10,12month,9/29/2021,"F.Hoffmann-La Roche., Ltd",Anti-cancer drugs and the impact on the immune system,10/29/2021
547,ca148,Epocassa,LOZENGES,10,12month,9/29/2021,Pharmedic,Anti-cancer drugs and the impact on the immune system,10/29/2021
548,ca149,Pentoxipharm,PILLS,10,12month,9/29/2021,Orion Corporation,Anti-cancer drugs and the impact on the immune system,10/29/2021
549,ca150,Sintrom 4,PELLETS,10,12month,9/29/2021,"F.Hoffmann-La Roche., Ltd",Anti-cancer drugs and the impact on the immune system,10/29/2021
550,ca151,Somatin,PELLETS,10,12month,9/29/2021,Boehringer Ingelheim pharma GmbH & Co,Anti-cancer drugs and the impact on the immune system,10/29/2021
551,ca152,Fontit-F,CAPSULES,10,12month,9/29/2021,Fresenius Kabi Vietnam Joint Stock Company - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
552,ca153,Tophem,CAPSULES,10,12month,9/29/2021,CPC1 Pharmaceutical Joint Stock Company Hanoi - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
553,ca154,Gon sa Ezeti-10,CAPSULES,10,12month,9/29/2021,B.Braun Melsungen AG - Germany,Anti-cancer drugs and the impact on the immune system,10/29/2021
554,ca155,Arixtra,INHALANTS,10,12month,9/29/2021,Warsaw Pharmaceutical Works Polfa - Poland,Anti-cancer drugs and the impact on the immune system,10/29/2021
555,ca156,Toxaxin Inj,LINIMENT,10,12month,9/29/2021,B.Braun Melsungen AG - Germany,Anti-cancer drugs and the impact on the immune system,10/29/2021
556,ca157,Arixtra,LINIMENT,10,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
557,ca158,Replenine-VF,LINIMENT,10,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
558,ca159,Hezoy,LOTIONS,10,12month,9/29/2021,Laboratoires UPSA - France,Anti-cancer drugs and the impact on the immune system,10/29/2021
559,ca160,Transamin Tablets,PASTE,10,12month,9/29/2021,Stada-Vietnam - VIETNAM COMPANY LIMITED,Anti-cancer drugs and the impact on the immune system,10/29/2021
560,ca161,Pronivel 2000 IU,POWDER,10,12month,9/29/2021,Sanofi Vietnam Pharmaceutical Joint Stock Company - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
561,ca162,Reliporex 10000 IU s,EMULSIONS,10,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
562,ca163,Haemoctin SDH 250,GELS,10,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
563,ca164,Reliporex 4000 IU,MAGMAS,10,12month,9/29/2021,Branch of OPC Pharmaceutical Joint Stock Company in Binh Duong - OPC Pharmaceutical Factory - VIETNAM (,Anti-cancer drugs and the impact on the immune system,10/29/2021
564,ca165,Lefvox-750,MIXTURES,10,12month,9/29/2021,PT. Indofarma Tbk. - INDONESIA,Anti-cancer drugs and the impact on the immune system,10/29/2021
565,ca166,Ciprofloxacin 500mg,LIQUID,10,12month,9/29/2021,Central Pharmaceutical Company Limited 3 - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
566,ca167,Ledvir,LIQUID,10,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
567,ca168,Vixbarin 400mg,TABLETS,10,12month,9/29/2021,nd-Swift Ltd - INDIA,Anti-cancer drugs and the impact on the immune system,10/29/2021
568,ca169,Govou,OIMENTS,10,12month,9/29/2021,Pharmaceutical & Medical Biomedical Enterprise (MEBIPHAR) Ho Chi Minh City - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
569,ca170,Tavanic,LOZENGES,10,12month,9/29/2021,U.C.B. Farchin S.A - Switzerland,Anti-cancer drugs and the impact on the immune system,10/29/2021
570,ca171,Tavanic,LOZENGES,10,12month,9/29/2021,"Korea Drug Co., Ltd - KOREA",Anti-cancer drugs and the impact on the immune system,10/29/2021
571,ca172,Augmex Duo Tabs,OIMENTS,10,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
572,ca173,Acnequidt,LOZENGES,10,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
573,ca174,Meropenem 1g,OIMENTS,10,12month,9/29/2021,Farmak JSC - UKraine,Anti-cancer drugs and the impact on the immune system,10/29/2021
574,ca175,Albendazole 400mg,LOZENGES,10,12month,9/29/2021,Khanh Hoi Pharmaceutical & Medical Services Joint Stock Company (KHAHOPHARMA) - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
575,ca176,Albendazol Stada 400 mg,LOZENGES,10,12month,9/29/2021,"Ind-Swift., Ltd - INDIA",Anti-cancer drugs and the impact on the immune system,10/29/2021
576,ca177,Virclath,OIMENTS,10,12month,9/29/2021,Khanh Hoi Pharmaceutical & Medical Services Joint Stock Company (KHAHOPHARMA) - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
577,ca178,Eduar,LOZENGES,10,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
578,ca179,Salgad,PILLS,10,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
579,ca180,Razirax,PELLETS,10,12month,9/29/2021,"Micro Labs., Ltd - INDIA",Anti-cancer drugs and the impact on the immune system,10/29/2021
580,ca181,Guilaume,PELLETS,10,12month,9/29/2021,"Axon Drugs Private., Ltd - INDIA",Anti-cancer drugs and the impact on the immune system,10/29/2021
581,ca182,Cybercef 750 mg,CAPSULES,10,12month,9/29/2021,Cuu Long Pharmaceutical and Medical Equipment Company - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
582,ca183,Medoclav 1g,CAPSULES,10,12month,9/29/2021,"Furen Pharmaceutical Group Co., Ltd. - CHINA",Anti-cancer drugs and the impact on the immune system,10/29/2021
583,ca184,Madopar,CAPSULES,10,12month,9/29/2021,Cenexi SAS - FRANCE,Anti-cancer drugs and the impact on the immune system,10/29/2021
584,ca185,Trihexyphenidyl 2mg,INHALANTS,10,12month,9/29/2021,Novartis Pharm Stein A.G - Switzerland,Anti-cancer drugs and the impact on the immune system,10/29/2021
585,ca186,Stalevo 100/25/200,LINIMENT,10,12month,9/29/2021,"Sun Pharmaceutical Industries., Ltd - INDIA",Anti-cancer drugs and the impact on the immune system,10/29/2021
586,ca187,Madopar,OIMENTS,10,12month,9/29/2021,DANAPHA Pharmaceutical Joint Stock Company - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
587,ca188,Sifrol,LOZENGES,10,12month,9/29/2021,Stellapharm - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
588,ca189,Sifrol,LOZENGES,10,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
589,ca190,Masopen 100/10,OIMENTS,10,12month,9/29/2021,TRAPHACO - VIETNAM JOINT STOCK COMPANY,Anti-cancer drugs and the impact on the immune system,10/29/2021
590,ca191,Sifrol,LOZENGES,10,12month,9/29/2021,Novartis Farma S.P.A Italy,Anti-cancer drugs and the impact on the immune system,10/29/2021
591,ca192,Stalevo 150/37.5/200,PILLS,10,12month,9/29/2021,Pharmedic - VIETNAM Pharmaceutical and Pharmaceutical Joint Stock Company,Anti-cancer drugs and the impact on the immune system,10/29/2021
592,ca193,Syndopa 275,PELLETS,10,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
593,ca194,Danapha-Trihex 2,PELLETS,10,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
594,ca195,Trihexyphenidyl,CAPSULES,10,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
595,ca196,Stalevo 150/37.5/200,CAPSULES,10,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Anti-cancer drugs and the impact on the immune system,10/29/2021
596,ca197,Madopar HBS,CAPSULES,10,12month,9/29/2021,"F.Hoffmann-La Roche., Ltd",Anti-cancer drugs and the impact on the immune system,10/29/2021
597,ca198,Sifstad 0.18,INHALANTS,10,12month,9/29/2021,Pharmedic,Anti-cancer drugs and the impact on the immune system,10/29/2021
598,ca199,Sifrol,LINIMENT,10,12month,9/29/2021,Orion Corporation,Anti-cancer drugs and the impact on the immune system,10/29/2021
599,ca200,Succinimide Pharbiol,LINIMENT,10,12month,9/29/2021,"F.Hoffmann-La Roche., Ltd",Anti-cancer drugs and the impact on the immune system,10/29/2021
600,he1,Virtizin 5,LINIMENT,10,12month,9/29/2021,Boehringer Ingelheim pharma GmbH & Co,Migraine medications,10/29/2021
601,he2,Sibetinic Soft,LOTIONS,10,12month,9/29/2021,Fresenius Kabi Vietnam Joint Stock Company - VIETNAM,Migraine medications,10/29/2021
602,he3,Sibetinic,PASTE,10,12month,9/29/2021,CPC1 Pharmaceutical Joint Stock Company Hanoi - VIETNAM,Migraine medications,10/29/2021
603,he4,Hagizin,POWDER,10,12month,9/29/2021,B.Braun Melsungen AG - Germany,Migraine medications,10/29/2021
604,he5,Mezapizine 10,EMULSIONS,10,12month,9/29/2021,Warsaw Pharmaceutical Works Polfa - Poland,Migraine medications,10/29/2021
605,he6,Sobelin,GELS,10,12month,9/29/2021,B.Braun Melsungen AG - Germany,Migraine medications,10/29/2021
606,he7,Darintab,MAGMAS,10,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Migraine medications,10/29/2021
607,he8,Oliveirim,MIXTURES,10,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Migraine medications,10/29/2021
608,he9,Pentoxifylin,LIQUID,10,12month,9/29/2021,Laboratoires UPSA - France,Migraine medications,10/29/2021
609,he10,Advate,LIQUID,10,12month,9/29/2021,Stada-Vietnam - VIETNAM COMPANY LIMITED,Migraine medications,10/29/2021
610,he11,Hizentra,TABLETS,10,12month,9/29/2021,Sanofi Vietnam Pharmaceutical Joint Stock Company - VIETNAM,Migraine medications,10/29/2021
611,he12,Mabthera,OIMENTS,10,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Migraine medications,10/29/2021
612,he13,Imurel 50mg,LOZENGES,10,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Migraine medications,10/29/2021
613,he14,Prograf,LINIMENT,10,12month,9/29/2021,Branch of OPC Pharmaceutical Joint Stock Company in Binh Duong - OPC Pharmaceutical Factory - VIETNAM (,Migraine medications,10/29/2021
614,he15,HYYR,LINIMENT,10,12month,9/29/2021,PT. Indofarma Tbk. - INDONESIA,Migraine medications,10/29/2021
615,he16,Hytinon,LINIMENT,10,12month,9/29/2021,Central Pharmaceutical Company Limited 3 - VIETNAM,Migraine medications,10/29/2021
616,he17,Tacropic 0.03%,LOTIONS,10,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Migraine medications,10/29/2021
617,he18,Prograf,PASTE,10,12month,9/29/2021,nd-Swift Ltd - INDIA,Migraine medications,10/29/2021
618,he19,Iritero 100mg/5ml,GELS,10,12month,9/29/2021,Pharmaceutical & Medical Biomedical Enterprise (MEBIPHAR) Ho Chi Minh City - VIETNAM,Migraine medications,10/29/2021
619,he20,Prograf 0.5mg,MAGMAS,10,12month,9/29/2021,U.C.B. Farchin S.A - Switzerland,Migraine medications,10/29/2021
620,he21,Phastarxin,MIXTURES,10,12month,9/29/2021,"Korea Drug Co., Ltd - KOREA",Migraine medications,10/29/2021
621,he22,Fluzinstad 5,PILLS,10,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Migraine medications,10/29/2021
622,he23,Sobelin,PELLETS,10,24month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Migraine medications,10/29/2021
623,he24,Reinal,PELLETS,10,24month,9/29/2021,Farmak JSC - UKraine,Migraine medications,10/29/2021
624,he25,Siberian,CAPSULES,10,24month,9/29/2021,Khanh Hoi Pharmaceutical & Medical Services Joint Stock Company (KHAHOPHARMA) - VIETNAM,Migraine medications,10/29/2021
625,he26,Lelocin 5,CAPSULES,10,24month,9/29/2021,"Ind-Swift., Ltd - INDIA",Migraine medications,10/29/2021
626,he27,Sarah Cap,CAPSULES,10,24month,9/29/2021,Khanh Hoi Pharmaceutical & Medical Services Joint Stock Company (KHAHOPHARMA) - VIETNAM,Migraine medications,10/29/2021
627,he28,Reinal-5,INHALANTS,10,24month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Migraine medications,10/29/2021
628,he29,Lelocin 5,LINIMENT,10,24month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Migraine medications,10/29/2021
629,he30,Metomol Tablet,LINIMENT,10,24month,9/29/2021,"Micro Labs., Ltd - INDIA",Migraine medications,10/29/2021
630,he31,Fluthepharm 10,LINIMENT,10,24month,9/29/2021,"Axon Drugs Private., Ltd - INDIA",Migraine medications,10/29/2021
631,he32,Lodegald-Flunarizin,LOTIONS,10,24month,9/29/2021,Cuu Long Pharmaceutical and Medical Equipment Company - VIETNAM,Migraine medications,10/29/2021
632,he33,Sibendina,PASTE,10,24month,9/29/2021,"Furen Pharmaceutical Group Co., Ltd. - CHINA",Migraine medications,10/29/2021
633,he34,Virtizin 5,POWDER,10,24month,9/29/2021,Cenexi SAS - FRANCE,Migraine medications,10/29/2021
634,he35,Sibetinic Soft,EMULSIONS,10,24month,9/29/2021,Novartis Pharm Stein A.G - Switzerland,Migraine medications,10/29/2021
635,he36,Sibetinic,GELS,10,24month,9/29/2021,"Sun Pharmaceutical Industries., Ltd - INDIA",Migraine medications,10/29/2021
636,he37,Hagizin,MAGMAS,10,24month,9/29/2021,DANAPHA Pharmaceutical Joint Stock Company - VIETNAM,Migraine medications,10/29/2021
637,he38,Mezapizine 10,MIXTURES,10,24month,9/29/2021,Stellapharm - VIETNAM,Migraine medications,10/29/2021
638,he39,Sobelin,LIQUID,10,24month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Migraine medications,10/29/2021
639,he40,Darintab,LIQUID,10,24month,9/29/2021,TRAPHACO - VIETNAM JOINT STOCK COMPANY,Migraine medications,10/29/2021
640,he41,Oliveirim,TABLETS,10,24month,9/29/2021,Novartis Farma S.P.A Italy,Migraine medications,10/29/2021
641,he42,Pentoxifylin,OIMENTS,10,24month,9/29/2021,Pharmedic - VIETNAM Pharmaceutical and Pharmaceutical Joint Stock Company,Migraine medications,10/29/2021
642,he43,Advate,LOZENGES,10,24month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Migraine medications,10/29/2021
643,he44,Nanokine,LOZENGES,10,24month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Migraine medications,10/29/2021
644,he45,Epocassa,OIMENTS,10,24month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Migraine medications,10/29/2021
645,he46,Pentoxipharm,LOZENGES,10,24month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Migraine medications,10/29/2021
646,he47,Sintrom 4,PILLS,10,24month,9/29/2021,"F.Hoffmann-La Roche., Ltd",Migraine medications,10/29/2021
647,he48,Somatin,PELLETS,10,24month,9/29/2021,Pharmedic,Migraine medications,10/29/2021
648,he49,Fontit-F,PELLETS,10,24month,9/29/2021,Orion Corporation,Migraine medications,10/29/2021
649,he50,Tophem,CAPSULES,10,24month,9/29/2021,"F.Hoffmann-La Roche., Ltd",Migraine medications,10/29/2021
650,he51,Gon sa Ezeti-10,CAPSULES,10,24month,9/29/2021,Boehringer Ingelheim pharma GmbH & Co,Migraine medications,10/29/2021
651,he52,Arixtra,CAPSULES,10,24month,9/29/2021,Fresenius Kabi Vietnam Joint Stock Company - VIETNAM,Migraine medications,10/29/2021
652,he53,Toxaxin Inj,INHALANTS,10,24month,9/29/2021,CPC1 Pharmaceutical Joint Stock Company Hanoi - VIETNAM,Migraine medications,10/29/2021
653,he54,Arixtra,LINIMENT,10,24month,9/29/2021,B.Braun Melsungen AG - Germany,Migraine medications,10/29/2021
654,he55,Replenine-VF,LINIMENT,10,24month,9/29/2021,Warsaw Pharmaceutical Works Polfa - Poland,Migraine medications,10/29/2021
655,he56,Hezoy,LINIMENT,10,24month,9/29/2021,B.Braun Melsungen AG - Germany,Migraine medications,10/29/2021
656,he57,Transamin Tablets,LOTIONS,10,24month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Migraine medications,10/29/2021
657,he58,Pronivel 2000 IU,PASTE,10,24month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Migraine medications,10/29/2021
658,he59,Reliporex 10000 IU s,POWDER,10,24month,9/29/2021,Laboratoires UPSA - France,Migraine medications,10/29/2021
659,he60,Haemoctin SDH 250,EMULSIONS,10,24month,9/29/2021,Stada-Vietnam - VIETNAM COMPANY LIMITED,Migraine medications,10/29/2021
660,he61,Reliporex 4000 IU,GELS,100,24month,9/29/2021,Sanofi Vietnam Pharmaceutical Joint Stock Company - VIETNAM,Migraine medications,10/29/2021
661,he62,Lefvox-750,MAGMAS,100,24month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Migraine medications,10/29/2021
662,he63,Ciprofloxacin 500mg,MIXTURES,100,24month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Migraine medications,10/29/2021
663,he64,Ledvir,LIQUID,100,24month,9/29/2021,Branch of OPC Pharmaceutical Joint Stock Company in Binh Duong - OPC Pharmaceutical Factory - VIETNAM (,Migraine medications,10/29/2021
664,he65,Vixbarin 400mg,LIQUID,100,24month,9/29/2021,PT. Indofarma Tbk. - INDONESIA,Migraine medications,10/29/2021
665,he66,Govou,TABLETS,100,12month,9/29/2021,Central Pharmaceutical Company Limited 3 - VIETNAM,Migraine medications,10/29/2021
666,he67,Tavanic,OIMENTS,100,12month,9/29/2021,Dat Vi Phu Pharmaceutical Joint Stock Company (DAVIPHARM) - VIETNAM,Migraine medications,10/29/2021
667,he68,Tavanic,LOZENGES,100,12month,9/29/2021,nd-Swift Ltd - INDIA,Migraine medications,10/29/2021
